total_return,annual_return,sharpe_ratio,sortino_ratio,max_drawdown,win_rate,profit_factor,avg_win,avg_loss
0.18644284381875398,0.07996845312586043,0.39291168444487173,0.3963938475649607,0.23454424108309346,0.45454545454545453,1.0075591486330342,1144.7226399511933,-946.778692433963
