total_return,annual_return,sharpe_ratio,sortino_ratio,max_drawdown,win_rate,profit_factor,avg_win,avg_loss
-0.03155664031677252,-0.008008013052741236,0.1623651558698,0.16406576712277635,0.27689827919326293,0.2777777777777778,0.7354174611861993,1754.2581917440086,-917.4580761844068
